  4500 K   2deg  0.3631 0.3685  4.771e+14    1.0000 0.7360 0.4803  255 223 184  #ffdfb8
  4600 K   2deg  0.3596 0.3659  5.406e+14    1.0000 0.7494 0.5051  255 225 188  #ffe1bc
  4700 K   2deg  0.3563 0.3634  6.093e+14    1.0000 0.7623 0.5299  255 226 192  #ffe2c0
  4800 K   2deg  0.3532 0.3609  6.835e+14    1.0000 0.7750 0.5548  255 228 196  #ffe4c4
  4900 K   2deg  0.3502 0.3585  7.632e+14    1.0000 0.7872 0.5797  255 229 200  #ffe5c8
  5000 K   2deg  0.3473 0.3561  8.485e+14    1.0000 0.7992 0.6045  255 231 204  #ffe7cc
  5100 K   2deg  0.3446 0.3538  9.396e+14    1.0000 0.8108 0.6293  255 232 208  #ffe8d0
  5200 K   2deg  0.3419 0.3516  1.036e+15    1.0000 0.8221 0.6541  255 234 211  #ffead3
  5300 K   2deg  0.3394 0.3494  1.139e+15    1.0000 0.8330 0.6787  255 235 215  #ffebd7
  5400 K   2deg  0.3369 0.3472  1.248e+15    1.0000 0.8437 0.7032  255 237 218  #ffedda
  5500 K   2deg  0.3346 0.3451  1.363e+15    1.0000 0.8541 0.7277  255 238 222  #ffeede
  5600 K   2deg  0.3323 0.3431  1.484e+15    1.0000 0.8642 0.7519  255 239 225  #ffefe1
  5700 K   2deg  0.3302 0.3411  1.611e+15    1.0000 0.8740 0.7760  255 240 228  #fff0e4
  5800 K   2deg  0.3281 0.3392  1.744e+15    1.0000 0.8836 0.8000  255 241 231  #fff1e7
  5900 K   2deg  0.3261 0.3373  1.883e+15    1.0000 0.8929 0.8238  255 243 234  #fff3ea
  6000 K   2deg  0.3242 0.3355  2.028e+15    1.0000 0.9019 0.8473  255 244 237  #fff4ed
  6100 K   2deg  0.3223 0.3337  2.179e+15    1.0000 0.9107 0.8707  255 245 240  #fff5f0
  6200 K   2deg  0.3205 0.3319  2.337e+15    1.0000 0.9193 0.8939  255 246 243  #fff6f3
  6300 K   2deg  0.3188 0.3302  2.500e+15    1.0000 0.9276 0.9168  255 247 245  #fff7f5
  6400 K   2deg  0.3171 0.3286  2.669e+15    1.0000 0.9357 0.9396  255 248 248  #fff8f8
  6500 K   2deg  0.3155 0.3270  2.845e+15    1.0000 0.9436 0.9621  255 249 251  #fff9fb
  6600 K   2deg  0.3140 0.3254  3.026e+15    1.0000 0.9513 0.9844  255 249 253  #fff9fd
  6700 K   2deg  0.3125 0.3238  3.214e+15    0.9937 0.9526 1.0000  254 250 255  #fefaff
  6800 K   2deg  0.3110 0.3224  3.407e+15    0.9726 0.9395 1.0000  252 248 255  #fcf8ff
  6900 K   2deg  0.3097 0.3209  3.606e+15    0.9526 0.9270 1.0000  250 247 255  #faf7ff
  7000 K   2deg  0.3083 0.3195  3.811e+15    0.9337 0.9150 1.0000  247 245 255  #f7f5ff
  7100 K   2deg  0.3070 0.3181  4.022e+15    0.9157 0.9035 1.0000  245 244 255  #f5f4ff
  7200 K   2deg  0.3058 0.3168  4.238e+15    0.8986 0.8925 1.0000  243 243 255  #f3f3ff
  7300 K   2deg  0.3045 0.3154  4.460e+15    0.8823 0.8819 1.0000  241 241 255  #f1f1ff
  7400 K   2deg  0.3034 0.3142  4.688e+15    0.8668 0.8718 1.0000  239 240 255  #eff0ff
  7500 K   2deg  0.3022 0.3129  4.920e+15    0.8520 0.8621 1.0000  238 239 255  #eeefff
  7600 K   2deg  0.3011 0.3117  5.159e+15    0.8379 0.8527 1.0000  236 238 255  #eceeff
  7700 K   2deg  0.3000 0.3105  5.402e+15    0.8244 0.8437 1.0000  234 237 255  #eaedff
  7800 K   2deg  0.2990 0.3094  5.651e+15    0.8115 0.8351 1.0000  233 236 255  #e9ecff
  7900 K   2deg  0.2980 0.3082  5.906e+15    0.7992 0.8268 1.0000  231 234 255  #e7eaff
  8000 K   2deg  0.2970 0.3071  6.165e+15    0.7874 0.8187 1.0000  229 233 255  #e5e9ff
  8100 K   2deg  0.2961 0.3061  6.429e+15    0.7761 0.8110 1.0000  228 233 255  #e4e9ff
  8200 K   2deg  0.2952 0.3050  6.698e+15    0.7652 0.8035 1.0000  227 232 255  #e3e8ff
  8300 K   2deg  0.2943 0.3040  6.973e+15    0.7548 0.7963 1.0000  225 231 255  #e1e7ff
  8400 K   2deg  0.2934 0.3030  7.252e+15    0.7449 0.7894 1.0000  224 230 255  #e0e6ff
  8500 K   2deg  0.2926 0.3020  7.535e+15    0.7353 0.7827 1.0000  223 229 255  #dfe5ff
  8600 K   2deg  0.2917 0.3011  7.824e+15    0.7260 0.7762 1.0000  221 228 255  #dde4ff
  8700 K   2deg  0.2910 0.3001  8.117e+15    0.7172 0.7699 1.0000  220 227 255  #dce3ff
  8800 K   2deg  0.2902 0.2992  8.415e+15    0.7086 0.7638 1.0000  219 226 255  #dbe2ff
  8900 K   2deg  0.2894 0.2983  8.717e+15    0.7004 0.7579 1.0000  218 226 255  #dae2ff
  9000 K   2deg  0.2887 0.2975  9.023e+15    0.6925 0.7522 1.0000  217 225 255  #d9e1ff
  9100 K   2deg  0.2880 0.2966  9.334e+15    0.6848 0.7467 1.0000  216 224 255  #d8e0ff
  9200 K   2deg  0.2873 0.2958  9.649e+15    0.6774 0.7414 1.0000  215 223 255  #d7dfff
  9300 K   2deg  0.2866 0.2950  9.969e+15    0.6703 0.7362 1.0000  214 223 255  #d6dfff
  9400 K   2deg  0.2860 0.2942  1.029e+16    0.6635 0.7311 1.0000  213 222 255  #d5deff
  9500 K   2deg  0.2853 0.2934  1.062e+16    0.6568 0.7263 1.0000  212 221 255  #d4ddff
  9600 K   2deg  0.2847 0.2927  1.095e+16    0.6504 0.7215 1.0000  211 221 255  #d3ddff
  9700 K   2deg  0.2841 0.2919  1.129e+16    0.6442 0.7169 1.0000  210 220 255  #d2dcff
  9800 K   2deg  0.2835 0.2912  1.163e+16    0.6382 0.7124 1.0000  209 220 255  #d1dcff
  9900 K   2deg  0.2829 0.2905  1.197e+16    0.6324 0.7081 1.0000  208 219 255  #d0dbff
 10000 K   2deg  0.2824 0.2898  1.231e+16    0.6268 0.7039 1.0000  207 218 255  #cfdaff
 10100 K   2deg  0.2818 0.2891  1.267e+16    0.6213 0.6998 1.0000  207 218 255  #cfdaff
 10200 K   2deg  0.2813 0.2884  1.302e+16    0.6161 0.6958 1.0000  206 217 255  #ced9ff
 10300 K   2deg  0.2807 0.2878  1.338e+16    0.6109 0.6919 1.0000  205 217 255  #cdd9ff
 10400 K   2deg  0.2802 0.2871  1.374e+16    0.6060 0.6881 1.0000  204 216 255  #ccd8ff
 10500 K   2deg  0.2797 0.2865  1.410e+16    0.6012 0.6844 1.0000  204 216 255  #ccd8ff
 10600 K   2deg  0.2792 0.2859  1.447e+16    0.5965 0.6808 1.0000  203 215 255  #cbd7ff
 10700 K   2deg  0.2788 0.2853  1.484e+16    0.5919 0.6773 1.0000  202 215 255  #cad7ff
 10800 K   2deg  0.2783 0.2847  1.521e+16    0.5875 0.6739 1.0000  202 214 255  #cad6ff
 10900 K   2deg  0.2778 0.2841  1.559e+16    0.5833 0.6706 1.0000  201 214 255  #c9d6ff
 11000 K   2deg  0.2774 0.2836  1.597e+16    0.5791 0.6674 1.0000  200 213 255  #c8d5ff
 11100 K   2deg  0.2770 0.2830  1.636e+16    0.5750 0.6642 1.0000  200 213 255  #c8d5ff
 11200 K   2deg  0.2765 0.2825  1.674e+16    0.5711 0.6611 1.0000  199 212 255  #c7d4ff
 11300 K   2deg  0.2761 0.2819  1.713e+16    0.5673 0.6581 1.0000  198 212 255  #c6d4ff
 11400 K   2deg  0.2757 0.2814  1.752e+16    0.5636 0.6552 1.0000  198 212 255  #c6d4ff
 11500 K   2deg  0.2753 0.2809  1.792e+16    0.5599 0.6523 1.0000  197 211 255  #c5d3ff
 11600 K   2deg  0.2749 0.2804  1.832e+16    0.5564 0.6495 1.0000  197 211 255  #c5d3ff
 11700 K   2deg  0.2745 0.2799  1.872e+16    0.5530 0.6468 1.0000  196 210 255  #c4d2ff
 11800 K   2deg  0.2742 0.2794  1.912e+16    0.5496 0.6441 1.0000  196 210 255  #c4d2ff
 11900 K   2deg  0.2738 0.2789  1.953e+16    0.5463 0.6415 1.0000  195 210 255  #c3d2ff
 12000 K   2deg  0.2734 0.2785  1.994e+16    0.5431 0.6389 1.0000  195 209 255  #c3d1ff
 12100 K   2deg  0.2731 0.2780  2.035e+16    0.5400 0.6364 1.0000  194 209 255  #c2d1ff
 12200 K   2deg  0.2727 0.2776  2.076e+16    0.5370 0.6340 1.0000  194 208 255  #c2d0ff
 12300 K   2deg  0.2724 0.2771  2.118e+16    0.5340 0.6316 1.0000  193 208 255  #c1d0ff
 12400 K   2deg  0.2721 0.2767  2.160e+16    0.5312 0.6293 1.0000  193 208 255  #c1d0ff
 12500 K   2deg  0.2717 0.2763  2.202e+16    0.5283 0.6270 1.0000  192 207 255  #c0cfff
 12600 K   2deg  0.2714 0.2758  2.244e+16    0.5256 0.6247 1.0000  192 207 255  #c0cfff
 12700 K   2deg  0.2711 0.2754  2.287e+16    0.5229 0.6225 1.0000  191 207 255  #bfcfff
 12800 K   2deg  0.2708 0.2750  2.330e+16    0.5203 0.6204 1.0000  191 206 255  #bfceff
 12900 K   2deg  0.2705 0.2746  2.373e+16    0.5177 0.6183 1.0000  190 206 255  #beceff
 13000 K   2deg  0.2702 0.2742  2.416e+16    0.5152 0.6162 1.0000  190 206 255  #beceff
 13100 K   2deg  0.2699 0.2738  2.459e+16    0.5128 0.6142 1.0000  190 206 255  #beceff
 13200 K   2deg  0.2696 0.2735  2.503e+16    0.5104 0.6122 1.0000  189 205 255  #bdcdff
 13300 K   2deg  0.2694 0.2731  2.547e+16    0.5080 0.6103 1.0000  189 205 255  #bdcdff
 13400 K   2deg  0.2691 0.2727  2.591e+16    0.5057 0.6084 1.0000  188 205 255  #bccdff
 13500 K   2deg  0.2688 0.2724  2.635e+16    0.5035 0.6065 1.0000  188 204 255  #bcccff
 13600 K   2deg  0.2686 0.2720  2.680e+16    0.5013 0.6047 1.0000  188 204 255  #bcccff
 13700 K   2deg  0.2683 0.2717  2.724e+16    0.4991 0.6029 1.0000  187 204 255  #bbccff
 13800 K   2deg  0.2680 0.2713  2.769e+16    0.4970 0.6012 1.0000  187 204 255  #bbccff
 13900 K   2deg  0.2678 0.2710  2.814e+16    0.4950 0.5994 1.0000  187 203 255  #bbcbff
 14000 K   2deg  0.2675 0.2707  2.860e+16    0.4930 0.5978 1.0000  186 203 255  #bacbff
 14100 K   2deg  0.2673 0.2703  2.905e+16    0.4910 0.5961 1.0000  186 203 255  #bacbff
 14200 K   2deg  0.2671 0.2700  2.951e+16    0.4891 0.5945 1.0000  186 203 255  #bacbff
 14300 K   2deg  0.2668 0.2697  2.997e+16    0.4872 0.5929 1.0000  185 202 255  #b9caff
 14400 K   2deg  0.2666 0.2694  3.043e+16    0.4853 0.5913 1.0000  185 202 255  #b9caff
 14500 K   2deg  0.2664 0.2691  3.089e+16    0.4835 0.5898 1.0000  185 202 255  #b9caff
 14600 K   2deg  0.2662 0.2688  3.135e+16    0.4817 0.5882 1.0000  184 202 255  #b8caff
 14700 K   2deg  0.2659 0.2685  3.182e+16    0.4799 0.5868 1.0000  184 201 255  #b8c9ff
 14800 K   2deg  0.2657 0.2682  3.228e+16    0.4782 0.5853 1.0000  184 201 255  #b8c9ff
 14900 K   2deg  0.2655 0.2679  3.275e+16    0.4765 0.5839 1.0000  184 201 255  #b8c9ff
 15000 K   2deg  0.2653 0.2676  3.322e+16    0.4749 0.5824 1.0000  183 201 255  #b7c9ff
 15100 K   2deg  0.2651 0.2673  3.369e+16    0.4733 0.5811 1.0000  183 201 255  #b7c9ff
 15200 K   2deg  0.2649 0.2671  3.416e+16    0.4717 0.5797 1.0000  183 200 255  #b7c8ff
 15300 K   2deg  0.2647 0.2668  3.464e+16    0.4701 0.5784 1.0000  182 200 255  #b6c8ff
 15400 K   2deg  0.2645 0.2665  3.511e+16    0.4686 0.5770 1.0000  182 200 255  #b6c8ff
 15500 K   2deg  0.2643 0.2663  3.559e+16    0.4671 0.5757 1.0000  182 200 255  #b6c8ff
 15600 K   2deg  0.2641 0.2660  3.607e+16    0.4656 0.5745 1.0000  182 200 255  #b6c8ff
 15700 K   2deg  0.2639 0.2657  3.655e+16    0.4641 0.5732 1.0000  181 199 255  #b5c7ff
 15800 K   2deg  0.2638 0.2655  3.703e+16    0.4627 0.5720 1.0000  181 199 255  #b5c7ff
 15900 K   2deg  0.2636 0.2652  3.751e+16    0.4613 0.5708 1.0000  181 199 255  #b5c7ff
 16000 K   2deg  0.2634 0.2650  3.800e+16    0.4599 0.5696 1.0000  181 199 255  #b5c7ff
 16100 K   2deg  0.2632 0.2648  3.848e+16    0.4586 0.5684 1.0000  180 199 255  #b4c7ff
 16200 K   2deg  0.2631 0.2645  3.897e+16    0.4572 0.5673 1.0000  180 198 255  #b4c6ff
 16300 K   2deg  0.2629 0.2643  3.946e+16    0.4559 0.5661 1.0000  180 198 255  #b4c6ff
 16400 K   2deg  0.2627 0.2641  3.995e+16    0.4546 0.5650 1.0000  180 198 255  #b4c6ff
 16500 K   2deg  0.2626 0.2638  4.044e+16    0.4534 0.5639 1.0000  179 198 255  #b3c6ff
 16600 K   2deg  0.2624 0.2636  4.093e+16    0.4521 0.5628 1.0000  179 198 255  #b3c6ff
 16700 K   2deg  0.2622 0.2634  4.143e+16    0.4509 0.5617 1.0000  179 198 255  #b3c6ff
 16800 K   2deg  0.2621 0.2632  4.192e+16    0.4497 0.5607 1.0000  179 197 255  #b3c5ff
 16900 K   2deg  0.2619 0.2629  4.241e+16    0.4485 0.5597 1.0000  179 197 255  #b3c5ff
 17000 K   2deg  0.2618 0.2627  4.291e+16    0.4474 0.5586 1.0000  178 197 255  #b2c5ff
 17100 K   2deg  0.2616 0.2625  4.341e+16    0.4462 0.5576 1.0000  178 197 255  #b2c5ff
 17200 K   2deg  0.2615 0.2623  4.391e+16    0.4451 0.5566 1.0000  178 197 255  #b2c5ff
 17300 K   2deg  0.2613 0.2621  4.441e+16    0.4440 0.5557 1.0000  178 197 255  #b2c5ff
 17400 K   2deg  0.2612 0.2619  4.491e+16    0.4429 0.5547 1.0000  178 196 255  #b2c4ff
 17500 K   2deg  0.2610 0.2617  4.541e+16    0.4418 0.5538 1.0000  177 196 255  #b1c4ff
 17600 K   2deg  0.2609 0.2615  4.592e+16    0.4408 0.5528 1.0000  177 196 255  #b1c4ff
 17700 K   2deg  0.2608 0.2613  4.642e+16    0.4397 0.5519 1.0000  177 196 255  #b1c4ff
 17800 K   2deg  0.2606 0.2611  4.693e+16    0.4387 0.5510 1.0000  177 196 255  #b1c4ff
 17900 K   2deg  0.2605 0.2609  4.743e+16    0.4377 0.5501 1.0000  177 196 255  #b1c4ff
 18000 K   2deg  0.2604 0.2607  4.794e+16    0.4367 0.5492 1.0000  176 196 255  #b0c4ff
 18100 K   2deg  0.2602 0.2606  4.845e+16    0.4357 0.5483 1.0000  176 195 255  #b0c3ff
 18200 K   2deg  0.2601 0.2604  4.896e+16    0.4348 0.5475 1.0000  176 195 255  #b0c3ff
 18300 K   2deg  0.2600 0.2602  4.947e+16    0.4338 0.5466 1.0000  176 195 255  #b0c3ff
 18400 K   2deg  0.2598 0.2600  4.998e+16    0.4329 0.5458 1.0000  176 195 255  #b0c3ff
 18500 K   2deg  0.2597 0.2598  5.049e+16    0.4319 0.5450 1.0000  176 195 255  #b0c3ff
 18600 K   2deg  0.2596 0.2597  5.100e+16    0.4310 0.5442 1.0000  175 195 255  #afc3ff
 18700 K   2deg  0.2595 0.2595  5.152e+16    0.4301 0.5434 1.0000  175 195 255  #afc3ff
 18800 K   2deg  0.2593 0.2593  5.203e+16    0.4293 0.5426 1.0000  175 194 255  #afc2ff
 18900 K   2deg  0.2592 0.2592  5.255e+16    0.4284 0.5418 1.0000  175 194 255  #afc2ff
 19000 K   2deg  0.2591 0.2590  5.307e+16    0.4275 0.5410 1.0000  175 194 255  #afc2ff
 19100 K   2deg  0.2590 0.2588  5.358e+16    0.4267 0.5403 1.0000  175 194 255  #afc2ff
 19200 K   2deg  0.2589 0.2587  5.410e+16    0.4258 0.5395 1.0000  174 194 255  #aec2ff
 19300 K   2deg  0.2588 0.2585  5.462e+16    0.4250 0.5388 1.0000  174 194 255  #aec2ff
 19400 K   2deg  0.2587 0.2584  5.514e+16    0.4242 0.5381 1.0000  174 194 255  #aec2ff
 19500 K   2deg  0.2586 0.2582  5.566e+16    0.4234 0.5373 1.0000  174 194 255  #aec2ff
 19600 K   2deg  0.2584 0.2580  5.618e+16    0.4226 0.5366 1.0000  174 194 255  #aec2ff
 19700 K   2deg  0.2583 0.2579  5.671e+16    0.4218 0.5359 1.0000  174 193 255  #aec1ff
 19800 K   2deg  0.2582 0.2577  5.723e+16    0.4211 0.5352 1.0000  174 193 255  #aec1ff
 19900 K   2deg  0.2581 0.2576  5.775e+16    0.4203 0.5345 1.0000  173 193 255  #adc1ff
 20000 K   2deg  0.2580 0.2574  5.828e+16    0.4196 0.5339 1.0000  173 193 255  #adc1ff
 20100 K   2deg  0.2579 0.2573  5.880e+16    0.4188 0.5332 1.0000  173 193 255  #adc1ff
 20200 K   2deg  0.2578 0.2572  5.933e+16    0.4181 0.5325 1.0000  173 193 255  #adc1ff
 20300 K   2deg  0.2577 0.2570  5.986e+16    0.4174 0.5319 1.0000  173 193 255  #adc1ff
 20400 K   2deg  0.2576 0.2569  6.038e+16    0.4167 0.5312 1.0000  173 193 255  #adc1ff
 20500 K   2deg  0.2575 0.2567  6.091e+16    0.4160 0.5306 1.0000  173 193 255  #adc1ff
 20600 K   2deg  0.2574 0.2566  6.144e+16    0.4153 0.5300 1.0000  173 192 255  #adc0ff
 20700 K   2deg  0.2573 0.2565  6.197e+16    0.4146 0.5293 1.0000  172 192 255  #acc0ff
 20800 K   2deg  0.2572 0.2563  6.250e+16    0.4139 0.5287 1.0000  172 192 255  #acc0ff
 20900 K   2deg  0.2571 0.2562  6.303e+16    0.4133 0.5281 1.0000  172 192 255  #acc0ff
 21000 K   2deg  0.2571 0.2561  6.357e+16    0.4126 0.5275 1.0000  172 192 255  #acc0ff
 21100 K   2deg  0.2570 0.2559  6.410e+16    0.4119 0.5269 1.0000  172 192 255  #acc0ff
 21200 K   2deg  0.2569 0.2558  6.463e+16    0.4113 0.5264 1.0000  172 192 255  #acc0ff
 21300 K   2deg  0.2568 0.2557  6.517e+16    0.4107 0.5258 1.0000  172 192 255  #acc0ff
 21400 K   2deg  0.2567 0.2555  6.570e+16    0.4100 0.5252 1.0000  172 192 255  #acc0ff
 21500 K   2deg  0.2566 0.2554  6.623e+16    0.4094 0.5246 1.0000  171 192 255  #abc0ff
 21600 K   2deg  0.2565 0.2553  6.677e+16    0.4088 0.5241 1.0000  171 192 255  #abc0ff
 21700 K   2deg  0.2564 0.2552  6.731e+16    0.4082 0.5235 1.0000  171 191 255  #abbfff
 21800 K   2deg  0.2564 0.2550  6.784e+16    0.4076 0.5230 1.0000  171 191 255  #abbfff
 21900 K   2deg  0.2563 0.2549  6.838e+16    0.4070 0.5224 1.0000  171 191 255  #abbfff
 22000 K   2deg  0.2562 0.2548  6.892e+16    0.4064 0.5219 1.0000  171 191 255  #abbfff
 22100 K   2deg  0.2561 0.2547  6.946e+16    0.4059 0.5214 1.0000  171 191 255  #abbfff
 22200 K   2deg  0.2560 0.2546  7.000e+16    0.4053 0.5209 1.0000  171 191 255  #abbfff
 22300 K   2deg  0.2559 0.2545  7.054e+16    0.4047 0.5203 1.0000  171 191 255  #abbfff
 22400 K   2deg  0.2559 0.2543  7.108e+16    0.4042 0.5198 1.0000  170 191 255  #aabfff
 22500 K   2deg  0.2558 0.2542  7.162e+16    0.4036 0.5193 1.0000  170 191 255  #aabfff
 22600 K   2deg  0.2557 0.2541  7.216e+16    0.4031 0.5188 1.0000  170 191 255  #aabfff
 22700 K   2deg  0.2556 0.2540  7.270e+16    0.4026 0.5183 1.0000  170 191 255  #aabfff
 22800 K   2deg  0.2556 0.2539  7.325e+16    0.4020 0.5178 1.0000  170 190 255  #aabeff
 22900 K   2deg  0.2555 0.2538  7.379e+16    0.4015 0.5174 1.0000  170 190 255  #aabeff
 23000 K   2deg  0.2554 0.2537  7.433e+16    0.4010 0.5169 1.0000  170 190 255  #aabeff
 23100 K   2deg  0.2553 0.2536  7.488e+16    0.4005 0.5164 1.0000  170 190 255  #aabeff
 23200 K   2deg  0.2553 0.2535  7.542e+16    0.4000 0.5159 1.0000  170 190 255  #aabeff
 23300 K   2deg  0.2552 0.2534  7.597e+16    0.3995 0.5155 1.0000  170 190 255  #aabeff
 23400 K   2deg  0.2551 0.2533  7.651e+16    0.3990 0.5150 1.0000  169 190 255  #a9beff
 23500 K   2deg  0.2551 0.2532  7.706e+16    0.3985 0.5146 1.0000  169 190 255  #a9beff
 23600 K   2deg  0.2550 0.2531  7.760e+16    0.3980 0.5141 1.0000  169 190 255  #a9beff
 23700 K   2deg  0.2549 0.2530  7.815e+16    0.3975 0.5137 1.0000  169 190 255  #a9beff
 23800 K   2deg  0.2548 0.2529  7.870e+16    0.3970 0.5132 1.0000  169 190 255  #a9beff
 23900 K   2deg  0.2548 0.2528  7.925e+16    0.3966 0.5128 1.0000  169 190 255  #a9beff
 24000 K   2deg  0.2547 0.2527  7.980e+16    0.3961 0.5123 1.0000  169 190 255  #a9beff
 24100 K   2deg  0.2546 0.2526  8.035e+16    0.3956 0.5119 1.0000  169 190 255  #a9beff
 24200 K   2deg  0.2546 0.2525  8.089e+16    0.3952 0.5115 1.0000  169 189 255  #a9bdff
 24300 K   2deg  0.2545 0.2524  8.144e+16    0.3947 0.5111 1.0000  169 189 255  #a9bdff
 24400 K   2deg  0.2544 0.2523  8.199e+16    0.3943 0.5107 1.0000  169 189 255  #a9bdff
 24500 K   2deg  0.2544 0.2522  8.255e+16    0.3938 0.5103 1.0000  168 189 255  #a8bdff
 24600 K   2deg  0.2543 0.2521  8.310e+16    0.3934 0.5098 1.0000  168 189 255  #a8bdff
 24700 K   2deg  0.2543 0.2520  8.365e+16    0.3930 0.5094 1.0000  168 189 255  #a8bdff
 24800 K   2deg  0.2542 0.2519  8.420e+16    0.3925 0.5090 1.0000  168 189 255  #a8bdff
 24900 K   2deg  0.2541 0.2518  8.475e+16    0.3921 0.5086 1.0000  168 189 255  #a8bdff
 25000 K   2deg  0.2541 0.2517  8.531e+16    0.3917 0.5083 1.0000  168 189 255  #a8bdff
 25100 K   2deg  0.2540 0.2516  8.586e+16    0.3913 0.5079 1.0000  168 189 255  #a8bdff
 25200 K   2deg  0.2540 0.2516  8.641e+16    0.3909 0.5075 1.0000  168 189 255  #a8bdff
 25300 K   2deg  0.2539 0.2515  8.697e+16    0.3905 0.5071 1.0000  168 189 255  #a8bdff
 25400 K   2deg  0.2538 0.2514  8.752e+16    0.3901 0.5067 1.0000  168 189 255  #a8bdff
 25500 K   2deg  0.2538 0.2513  8.808e+16    0.3897 0.5064 1.0000  168 189 255  #a8bdff
 25600 K   2deg  0.2537 0.2512  8.863e+16    0.3893 0.5060 1.0000  168 189 255  #a8bdff
 25700 K   2deg  0.2537 0.2511  8.919e+16    0.3889 0.5056 1.0000  167 188 255  #a7bcff
 25800 K   2deg  0.2536 0.2511  8.974e+16    0.3885 0.5053 1.0000  167 188 255  #a7bcff
 25900 K   2deg  0.2535 0.2510  9.030e+16    0.3881 0.5049 1.0000  167 188 255  #a7bcff
 26000 K   2deg  0.2535 0.2509  9.086e+16    0.3877 0.5045 1.0000  167 188 255  #a7bcff
 26100 K   2deg  0.2534 0.2508  9.141e+16    0.3874 0.5042 1.0000  167 188 255  #a7bcff
 26200 K   2deg  0.2534 0.2507  9.197e+16    0.3870 0.5038 1.0000  167 188 255  #a7bcff
 26300 K   2deg  0.2533 0.2507  9.253e+16    0.3866 0.5035 1.0000  167 188 255  #a7bcff
